#DEBUG: Format Typ    -> tdf
#DEBUG: Time Period   -> 2015-01-01 00:00:00+00:00 2015-01-12 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station	valid	lon	lat	 tmpc 	  dwpc 	  relh 	  drct 	  sped 	  p01m 	  vsby 	  gust_mph
LGA	2015-01-08 22:51	-73.8803	40.7794	-7.20	-17.20	44.73	230.00	10.4	0.00	10.00	M
NYC	2015-01-08 22:51	-73.9693	40.7790	-7.80	-17.20	46.85	M	M	0.00	10.00	M
NYC	2015-01-08 23:51	-73.9693	40.7790	-7.80	-18.30	42.69	250.00	10.4	0.00	10.00	17.3
JFK	2015-01-08 23:51	-73.7622	40.6386	-7.20	-16.10	49.03	250.00	16.1	0.00	10.00	M
LGA	2015-01-08 23:51	-73.8803	40.7794	-7.80	-17.80	44.54	230.00	12.7	0.00	10.00	M
JFK	2015-01-09 00:51	-73.7622	40.6386	-7.80	-17.80	44.54	260.00	19.6	0.00	10.00	M
NYC	2015-01-09 00:51	-73.9693	40.7790	-8.30	-18.90	42.17	260.00	11.5	0.00	10.00	17.3
LGA	2015-01-09 00:51	-73.8803	40.7794	-8.30	-18.30	44.38	250.00	15.0	0.00	10.00	M
NYC	2015-01-09 01:51	-73.9693	40.7790	-8.90	-19.40	42.34	250.00	10.4	0.00	10.00	19.6
JFK	2015-01-09 01:51	-73.7622	40.6386	-7.80	-18.30	42.69	250.00	16.1	0.00	10.00	M
LGA	2015-01-09 01:51	-73.8803	40.7794	-8.30	-19.40	40.41	250.00	12.7	0.00	10.00	23.0
LGA	2015-01-09 02:51	-73.8803	40.7794	-8.30	-18.90	42.17	240.00	13.8	0.00	10.00	20.7
JFK	2015-01-09 02:51	-73.7622	40.6386	-7.20	-16.70	46.64	240.00	16.1	0.00	10.00	M
NYC	2015-01-09 02:51	-73.9693	40.7790	-8.30	-19.40	40.41	250.00	10.4	0.00	10.00	23.0
NYC	2015-01-09 03:51	-73.9693	40.7790	-7.80	-18.30	42.69	M	5.8	0.00	10.00	M
JFK	2015-01-09 03:51	-73.7622	40.6386	-6.70	-15.60	49.19	230.00	18.4	0.00	10.00	M
LGA	2015-01-09 03:51	-73.8803	40.7794	-8.30	-18.30	44.38	210.00	12.7	0.00	10.00	M
LGA	2015-01-09 04:51	-73.8803	40.7794	-7.80	-17.80	44.54	210.00	17.3	0.00	10.00	25.3
NYC	2015-01-09 04:51	-73.9693	40.7790	-7.20	-17.20	44.73	M	5.8	0.00	10.00	23.0
JFK	2015-01-09 04:51	-73.7622	40.6386	-6.70	-15.60	49.19	230.00	19.6	0.00	10.00	M
JFK	2015-01-09 05:51	-73.7622	40.6386	-5.60	-14.40	49.92	220.00	23.0	0.00	10.00	28.8
NYC	2015-01-09 05:51	-73.9693	40.7790	-6.70	-16.70	44.88	230.00	8.1	0.00	10.00	23.0
LGA	2015-01-09 05:51	-73.8803	40.7794	-6.70	-16.70	44.88	210.00	12.7	0.00	10.00	M
NYC	2015-01-09 06:51	-73.9693	40.7790	-5.60	-15.00	47.52	210.00	9.2	0.00	10.00	M
LGA	2015-01-09 06:51	-73.8803	40.7794	-6.10	-15.00	49.37	200.00	17.3	0.00	10.00	23.0
JFK	2015-01-09 06:51	-73.7622	40.6386	-4.40	-12.80	51.93	210.00	24.2	0.00	10.00	29.9
NYC	2015-01-09 07:51	-73.9693	40.7790	-5.00	-13.90	49.69	M	M	0.00	10.00	M
JFK	2015-01-09 07:51	-73.7622	40.6386	-2.80	-12.80	46.08	210.00	20.7	0.00	10.00	34.5
LGA	2015-01-09 07:51	-73.8803	40.7794	-5.60	-13.90	52.01	200.00	18.4	0.00	10.00	25.3
JFK	2015-01-09 08:51	-73.7622	40.6386	-2.20	-13.30	42.32	220.00	23.0	0.00	10.00	32.2
NYC	2015-01-09 08:51	-73.9693	40.7790	-4.40	-13.30	49.87	M	3.5	0.00	10.00	M
LGA	2015-01-09 08:51	-73.8803	40.7794	-5.00	-13.30	52.18	200.00	12.7	0.00	10.00	M
NYC	2015-01-09 09:51	-73.9693	40.7790	-3.90	-13.30	48.03	230.00	9.2	0.00	10.00	17.3
LGA	2015-01-09 09:51	-73.8803	40.7794	-3.90	-13.90	45.74	220.00	11.5	0.00	10.00	19.6
JFK	2015-01-09 09:51	-73.7622	40.6386	-1.70	-13.90	38.85	210.00	28.8	0.00	10.00	39.1
NYC	2015-01-09 10:51	-73.9693	40.7790	-3.90	-13.90	45.74	250.00	16.1	0.00	10.00	M
LGA	2015-01-09 10:51	-73.8803	40.7794	-3.90	-13.90	45.74	210.00	16.1	0.00	10.00	24.2
JFK	2015-01-09 10:51	-73.7622	40.6386	-2.20	-12.80	44.07	230.00	17.3	0.00	10.00	M
NYC	2015-01-09 11:45	-73.9693	40.7790	-4.00	-13.00	49.59	M	6.9	0.00	2.50	24.2
LGA	2015-01-09 11:51	-73.8803	40.7794	-3.90	-12.20	52.50	220.00	17.3	0.00	1.25	27.6
JFK	2015-01-09 11:51	-73.7622	40.6386	-2.20	-12.80	44.07	230.00	19.6	0.00	10.00	28.8
NYC	2015-01-09 11:51	-73.9693	40.7790	-4.40	-11.10	59.52	M	M	0.00	1.00	M
NYC	2015-01-09 12:00	-73.9693	40.7790	-5.00	-9.40	71.24	250.00	8.1	0.00	0.25	21.9
LGA	2015-01-09 12:01	-73.8803	40.7794	-5.00	-9.00	73.51	230.00	18.4	0.00	0.25	29.9
JFK	2015-01-09 12:11	-73.7622	40.6386	-2.00	-12.00	46.32	240.00	25.3	0.00	5.00	34.5
NYC	2015-01-09 12:12	-73.9693	40.7790	-5.60	-8.30	81.25	M	3.5	0.25	0.25	M
JFK	2015-01-09 12:16	-73.7622	40.6386	-2.00	-11.00	50.17	250.00	28.8	0.00	1.50	34.5
JFK	2015-01-09 12:21	-73.7622	40.6386	-3.00	-10.00	58.49	250.00	26.5	0.00	0.75	33.4
NYC	2015-01-09 12:38	-73.9693	40.7790	-5.00	-8.30	77.64	250.00	10.4	0.76	1.00	23.0
LGA	2015-01-09 12:42	-73.8803	40.7794	-6.00	-7.00	92.63	220.00	11.5	0.76	0.75	24.2
NYC	2015-01-09 12:45	-73.9693	40.7790	-5.00	-8.00	79.47	250.00	5.8	0.76	0.75	17.3
JFK	2015-01-09 12:51	-73.7622	40.6386	-3.90	-7.20	77.82	240.00	21.9	0.25	0.50	28.8
LGA	2015-01-09 12:51	-73.8803	40.7794	-5.00	-7.20	84.54	230.00	13.8	0.76	0.75	21.9
NYC	2015-01-09 12:51	-73.9693	40.7790	-5.00	-8.30	77.64	M	4.6	0.76	0.75	18.4
NYC	2015-01-09 13:02	-73.9693	40.7790	-5.00	-8.30	77.64	250.00	11.5	0.25	0.50	23.0
LGA	2015-01-09 13:07	-73.8803	40.7794	-5.00	-7.00	85.85	230.00	10.4	0.00	0.50	25.3
NYC	2015-01-09 13:24	-73.9693	40.7790	-5.00	-7.80	80.71	M	5.8	0.76	0.25	17.3
NYC	2015-01-09 13:36	-73.9693	40.7790	-5.00	-7.80	80.71	250.00	12.7	0.76	0.25	20.7
LGA	2015-01-09 13:46	-73.8803	40.7794	-5.00	-7.00	85.85	240.00	16.1	0.51	1.25	20.7
NYC	2015-01-09 13:48	-73.9693	40.7790	-5.00	-8.00	79.47	250.00	10.4	1.02	1.25	20.7
NYC	2015-01-09 13:51	-73.9693	40.7790	-5.00	-8.30	77.64	260.00	11.5	1.02	1.25	21.9
LGA	2015-01-09 13:51	-73.8803	40.7794	-4.40	-7.20	80.80	250.00	15.0	0.76	1.25	21.9
JFK	2015-01-09 13:51	-73.7622	40.6386	-3.90	-6.10	84.67	240.00	24.2	0.51	0.50	32.2
LGA	2015-01-09 13:57	-73.8803	40.7794	-4.00	-7.00	79.62	240.00	13.8	0.00	2.00	21.9
JFK	2015-01-09 14:02	-73.7622	40.6386	-4.00	-6.00	85.96	250.00	20.7	0.00	4.00	M
NYC	2015-01-09 14:06	-73.9693	40.7790	-4.40	-8.30	74.20	240.00	5.8	0.00	3.00	M
LGA	2015-01-09 14:07	-73.8803	40.7794	-4.00	-8.00	73.70	240.00	12.7	0.00	5.00	23.0
JFK	2015-01-09 14:20	-73.7622	40.6386	-3.00	-6.00	79.77	240.00	24.2	0.00	7.00	31.1
JFK	2015-01-09 14:51	-73.7622	40.6386	-3.30	-7.20	74.41	250.00	23.0	0.00	9.00	M
NYC	2015-01-09 14:51	-73.9693	40.7790	-3.90	-8.90	68.20	260.00	11.5	0.00	6.00	20.7
LGA	2015-01-09 14:51	-73.8803	40.7794	-3.90	-8.30	71.47	230.00	12.7	0.00	10.00	20.7
LGA	2015-01-09 15:51	-73.8803	40.7794	-3.30	-9.40	62.70	240.00	13.8	0.00	10.00	24.2
NYC	2015-01-09 15:51	-73.9693	40.7790	-3.30	-10.00	59.81	M	4.6	0.00	10.00	17.3
JFK	2015-01-09 15:51	-73.7622	40.6386	-2.20	-8.30	62.97	240.00	21.9	0.00	10.00	M
JFK	2015-01-09 16:51	-73.7622	40.6386	-1.70	-8.90	57.92	250.00	15.0	0.00	10.00	M
LGA	2015-01-09 16:51	-73.8803	40.7794	-1.70	-10.60	50.66	260.00	15.0	0.00	10.00	20.7
NYC	2015-01-09 16:51	-73.9693	40.7790	-1.70	-11.10	48.69	280.00	9.2	0.00	10.00	M
NYC	2015-01-09 17:51	-73.9693	40.7790	-0.60	-12.20	41.13	280.00	8.1	0.00	10.00	17.3
JFK	2015-01-09 17:51	-73.7622	40.6386	0.00	-9.40	49.19	260.00	16.1	0.00	10.00	M
LGA	2015-01-09 17:51	-73.8803	40.7794	-0.60	-11.10	44.92	260.00	18.4	0.00	10.00	29.9
JFK	2015-01-09 18:51	-73.7622	40.6386	0.60	-11.70	39.25	280.00	21.9	0.00	10.00	28.8
NYC	2015-01-09 18:51	-73.9693	40.7790	0.60	-12.80	35.92	M	4.6	0.00	10.00	M
LGA	2015-01-09 18:51	-73.8803	40.7794	0.00	-11.70	40.99	280.00	18.4	0.00	10.00	26.5
LGA	2015-01-09 19:51	-73.8803	40.7794	0.00	-12.20	39.38	280.00	19.6	0.00	10.00	36.8
NYC	2015-01-09 19:51	-73.9693	40.7790	0.00	-12.80	37.52	270.00	8.1	0.00	10.00	23.0
JFK	2015-01-09 19:51	-73.7622	40.6386	0.60	-11.10	41.17	290.00	17.3	0.00	10.00	28.8
NYC	2015-01-09 20:51	-73.9693	40.7790	0.00	-12.80	37.52	290.00	8.1	0.00	10.00	19.6
LGA	2015-01-09 20:51	-73.8803	40.7794	0.00	-11.10	43.00	270.00	16.1	0.00	10.00	26.5
JFK	2015-01-09 20:51	-73.7622	40.6386	0.00	-12.80	37.52	280.00	17.3	0.00	10.00	26.5
LGA	2015-01-09 21:51	-73.8803	40.7794	-0.60	-12.80	39.19	260.00	20.7	0.00	10.00	26.5
NYC	2015-01-09 21:51	-73.9693	40.7790	-0.60	-12.80	39.19	250.00	8.1	0.00	10.00	19.6
JFK	2015-01-09 21:51	-73.7622	40.6386	0.00	-11.10	43.00	270.00	12.7	0.00	10.00	M
NYC	2015-01-09 22:51	-73.9693	40.7790	-0.60	-12.20	41.13	M	4.6	0.00	10.00	21.9
LGA	2015-01-09 22:51	-73.8803	40.7794	-1.10	-11.70	44.41	270.00	16.1	0.00	10.00	25.3
JFK	2015-01-09 22:51	-73.7622	40.6386	-0.60	-11.70	42.82	280.00	9.2	0.00	10.00	M
JFK	2015-01-09 23:51	-73.7622	40.6386	-0.60	-11.10	44.92	280.00	16.1	0.00	10.00	23.0
NYC	2015-01-09 23:51	-73.9693	40.7790	-1.10	-13.30	39.03	M	M	0.00	10.00	M
LGA	2015-01-09 23:51	-73.8803	40.7794	-1.10	-12.80	40.65	260.00	16.1	0.00	10.00	26.5
NYC	2015-01-10 00:51	-73.9693	40.7790	-1.70	-12.80	42.48	280.00	11.5	0.00	10.00	23.0
LGA	2015-01-10 00:51	-73.8803	40.7794	-1.70	-11.70	46.41	270.00	17.3	0.00	10.00	27.6
JFK	2015-01-10 00:51	-73.7622	40.6386	-1.70	-13.30	40.79	280.00	24.2	0.00	10.00	32.2
NYC	2015-01-10 01:51	-73.9693	40.7790	-2.80	-15.00	38.50	290.00	17.3	0.00	10.00	21.9
LGA	2015-01-10 01:51	-73.8803	40.7794	-2.80	-13.90	42.14	260.00	21.9	0.00	10.00	27.6
JFK	2015-01-10 01:51	-73.7622	40.6386	-2.20	-15.00	36.83	270.00	23.0	0.00	10.00	26.5
NYC	2015-01-10 02:51	-73.9693	40.7790	-3.30	-16.70	34.70	M	M	0.00	10.00	M
JFK	2015-01-10 02:51	-73.7622	40.6386	-2.80	-15.00	38.50	280.00	16.1	0.00	10.00	23.0
LGA	2015-01-10 02:51	-73.8803	40.7794	-3.30	-16.10	36.48	250.00	19.6	0.00	10.00	29.9
LGA	2015-01-10 03:51	-73.8803	40.7794	-3.90	-16.70	36.30	270.00	11.5	0.00	10.00	24.2
NYC	2015-01-10 03:51	-73.9693	40.7790	-3.90	-17.20	34.81	290.00	6.9	0.00	10.00	17.3
JFK	2015-01-10 03:51	-73.7622	40.6386	-3.90	-16.70	36.30	280.00	19.6	0.00	10.00	27.6
LGA	2015-01-10 04:51	-73.8803	40.7794	-4.40	-16.70	37.68	270.00	15.0	0.00	10.00	24.2
JFK	2015-01-10 04:51	-73.7622	40.6386	-4.40	-17.20	36.14	280.00	18.4	0.00	10.00	27.6
NYC	2015-01-10 04:51	-73.9693	40.7790	-5.00	-17.20	37.81	290.00	11.5	0.00	10.00	21.9
NYC	2015-01-10 05:51	-73.9693	40.7790	-5.00	-17.80	35.95	280.00	9.2	0.00	10.00	21.9
JFK	2015-01-10 05:51	-73.7622	40.6386	-5.00	-17.20	37.81	280.00	18.4	0.00	10.00	24.2
LGA	2015-01-10 05:51	-73.8803	40.7794	-5.00	-15.60	43.21	280.00	13.8	0.00	10.00	21.9
NYC	2015-01-10 06:51	-73.9693	40.7790	-5.60	-17.20	39.57	280.00	8.1	0.00	10.00	M
JFK	2015-01-10 06:51	-73.7622	40.6386	-5.60	-16.70	41.26	280.00	18.4	0.00	10.00	21.9
LGA	2015-01-10 06:51	-73.8803	40.7794	-5.60	-16.10	43.38	300.00	16.1	0.00	10.00	24.2
LGA	2015-01-10 07:51	-73.8803	40.7794	-6.10	-16.70	42.87	290.00	20.7	0.00	10.00	25.3
JFK	2015-01-10 07:51	-73.7622	40.6386	-6.10	-16.70	42.87	280.00	19.6	0.00	10.00	M
NYC	2015-01-10 07:51	-73.9693	40.7790	-6.70	-17.20	43.04	M	4.6	0.00	10.00	M
LGA	2015-01-10 08:51	-73.8803	40.7794	-6.70	-16.10	47.19	290.00	15.0	0.00	10.00	25.3
NYC	2015-01-10 08:51	-73.9693	40.7790	-6.70	-17.80	40.92	290.00	9.2	0.00	10.00	18.4
JFK	2015-01-10 08:51	-73.7622	40.6386	-6.70	-17.20	43.04	300.00	19.6	0.00	10.00	28.8
NYC	2015-01-10 09:51	-73.9693	40.7790	-7.20	-17.20	44.73	290.00	8.1	0.00	10.00	M
JFK	2015-01-10 09:51	-73.7622	40.6386	-7.20	-16.70	46.64	290.00	19.6	0.00	10.00	25.3
LGA	2015-01-10 09:51	-73.8803	40.7794	-7.20	-16.10	49.03	290.00	17.3	0.00	10.00	23.0
JFK	2015-01-10 10:51	-73.7622	40.6386	-7.20	-17.80	42.52	300.00	20.7	0.00	10.00	M
LGA	2015-01-10 10:51	-73.8803	40.7794	-7.80	-16.70	48.85	300.00	13.8	0.00	10.00	27.6
NYC	2015-01-10 10:51	-73.9693	40.7790	-7.80	-17.80	44.54	270.00	10.4	0.00	10.00	17.3
LGA	2015-01-10 11:51	-73.8803	40.7794	-8.30	-17.20	48.70	280.00	17.3	0.00	10.00	28.8
JFK	2015-01-10 11:51	-73.7622	40.6386	-7.80	-17.80	44.54	300.00	16.1	0.00	10.00	24.2
NYC	2015-01-10 11:51	-73.9693	40.7790	-8.30	-18.30	44.38	280.00	9.2	0.00	10.00	M
LGA	2015-01-10 12:51	-73.8803	40.7794	-8.30	-17.20	48.70	300.00	15.0	0.00	10.00	23.0
JFK	2015-01-10 12:51	-73.7622	40.6386	-7.80	-18.30	42.69	290.00	17.3	0.00	10.00	26.5
NYC	2015-01-10 12:51	-73.9693	40.7790	-8.90	-18.90	44.19	270.00	11.5	0.00	10.00	18.4
JFK	2015-01-10 13:51	-73.7622	40.6386	-7.80	-18.30	42.69	300.00	17.3	0.00	10.00	M
NYC	2015-01-10 13:51	-73.9693	40.7790	-8.90	-18.90	44.19	310.00	5.8	0.00	10.00	M
LGA	2015-01-10 13:51	-73.8803	40.7794	-8.30	-17.20	48.70	280.00	13.8	0.00	10.00	24.2
JFK	2015-01-10 14:51	-73.7622	40.6386	-7.20	-18.30	40.76	290.00	16.1	0.00	10.00	21.9
LGA	2015-01-10 14:51	-73.8803	40.7794	-7.80	-17.80	44.54	300.00	16.1	0.00	10.00	20.7
NYC	2015-01-10 14:51	-73.9693	40.7790	-8.30	-19.40	40.41	290.00	8.1	0.00	10.00	18.4
NYC	2015-01-10 15:51	-73.9693	40.7790	-7.80	-20.00	36.92	310.00	9.2	0.00	10.00	18.4
JFK	2015-01-10 15:51	-73.7622	40.6386	-6.70	-18.30	39.22	300.00	15.0	0.00	10.00	21.9
LGA	2015-01-10 15:51	-73.8803	40.7794	-7.20	-18.30	40.76	290.00	18.4	0.00	10.00	25.3
NYC	2015-01-10 16:51	-73.9693	40.7790	-7.20	-20.00	35.25	300.00	9.2	0.00	10.00	18.4
LGA	2015-01-10 16:51	-73.8803	40.7794	-7.20	-18.90	38.73	290.00	10.4	0.00	10.00	M
JFK	2015-01-10 16:51	-73.7622	40.6386	-6.10	-18.30	37.46	300.00	16.1	0.00	10.00	M
NYC	2015-01-10 17:51	-73.9693	40.7790	-6.70	-19.40	35.71	270.00	10.4	0.00	10.00	18.4
JFK	2015-01-10 17:51	-73.7622	40.6386	-5.60	-18.30	36.06	270.00	15.0	0.00	10.00	20.7
LGA	2015-01-10 17:51	-73.8803	40.7794	-6.70	-18.90	37.27	260.00	16.1	0.00	10.00	M
JFK	2015-01-10 18:51	-73.7622	40.6386	-5.00	-18.90	32.74	260.00	13.8	0.00	10.00	M
NYC	2015-01-10 18:51	-73.9693	40.7790	-5.60	-18.30	36.06	M	6.9	0.00	10.00	M
LGA	2015-01-10 18:51	-73.8803	40.7794	-5.60	-18.90	34.27	270.00	15.0	0.00	10.00	19.6
LGA	2015-01-10 19:51	-73.8803	40.7794	-5.00	-18.90	32.74	300.00	10.4	0.00	10.00	M
NYC	2015-01-10 19:51	-73.9693	40.7790	-5.00	-18.30	34.46	M	3.5	0.00	10.00	17.3
JFK	2015-01-10 19:51	-73.7622	40.6386	-4.40	-17.80	34.36	270.00	12.7	0.00	10.00	M
LGA	2015-01-10 20:51	-73.8803	40.7794	-5.60	-18.90	34.27	250.00	9.2	0.00	10.00	M
JFK	2015-01-10 20:51	-73.7622	40.6386	-5.00	-17.80	35.95	270.00	11.5	0.00	10.00	M
NYC	2015-01-10 20:51	-73.9693	40.7790	-5.00	-18.90	32.74	M	5.8	0.00	10.00	M
LGA	2015-01-10 21:51	-73.8803	40.7794	-5.60	-19.40	32.83	260.00	13.8	0.00	10.00	M
NYC	2015-01-10 21:51	-73.9693	40.7790	-5.60	-18.90	34.27	290.00	8.1	0.00	10.00	18.4
JFK	2015-01-10 21:51	-73.7622	40.6386	-5.60	-17.80	37.62	250.00	13.8	0.00	10.00	M
NYC	2015-01-10 22:51	-73.9693	40.7790	-6.10	-18.90	35.60	M	M	0.00	10.00	M
JFK	2015-01-10 22:51	-73.7622	40.6386	-6.10	-17.20	41.11	250.00	15.0	0.00	10.00	M
LGA	2015-01-10 22:51	-73.8803	40.7794	-6.10	-18.30	37.46	270.00	13.8	0.00	10.00	M
JFK	2015-01-10 23:51	-73.7622	40.6386	-6.10	-18.30	37.46	250.00	16.1	0.00	10.00	M
NYC	2015-01-10 23:51	-73.9693	40.7790	-6.70	-18.30	39.22	M	5.8	0.00	10.00	M
LGA	2015-01-10 23:51	-73.8803	40.7794	-6.10	-18.30	37.46	260.00	10.4	0.00	10.00	M
JFK	2015-01-11 00:51	-73.7622	40.6386	-6.70	-17.80	40.92	250.00	16.1	0.00	10.00	M
LGA	2015-01-11 00:51	-73.8803	40.7794	-6.70	-18.30	39.22	260.00	11.5	0.00	10.00	M
NYC	2015-01-11 00:51	-73.9693	40.7790	-6.70	-18.90	37.27	240.00	10.4	0.00	10.00	23.0
NYC	2015-01-11 01:51	-73.9693	40.7790	-6.70	-18.30	39.22	260.00	8.1	0.00	10.00	19.6
JFK	2015-01-11 01:51	-73.7622	40.6386	-6.70	-16.70	44.88	260.00	17.3	0.00	10.00	M
LGA	2015-01-11 01:51	-73.8803	40.7794	-6.70	-18.30	39.22	240.00	15.0	0.00	10.00	20.7
JFK	2015-01-11 02:51	-73.7622	40.6386	-7.20	-17.20	44.73	260.00	16.1	0.00	10.00	M
NYC	2015-01-11 02:51	-73.9693	40.7790	-7.20	-17.80	42.52	M	6.9	0.00	10.00	M
LGA	2015-01-11 02:51	-73.8803	40.7794	-7.20	-18.30	40.76	250.00	13.8	0.00	10.00	M
NYC	2015-01-11 03:51	-73.9693	40.7790	-7.20	-18.30	40.76	230.00	8.1	0.00	10.00	M
JFK	2015-01-11 03:51	-73.7622	40.6386	-7.20	-17.80	42.52	260.00	18.4	0.00	10.00	M
LGA	2015-01-11 03:51	-73.8803	40.7794	-7.20	-17.80	42.52	240.00	10.4	0.00	10.00	M
NYC	2015-01-11 04:51	-73.9693	40.7790	-7.20	-18.30	40.76	250.00	9.2	0.00	10.00	17.3
JFK	2015-01-11 04:51	-73.7622	40.6386	-6.70	-17.20	43.04	250.00	18.4	0.00	10.00	M
LGA	2015-01-11 04:51	-73.8803	40.7794	-7.20	-17.80	42.52	230.00	13.8	0.00	10.00	M
JFK	2015-01-11 05:51	-73.7622	40.6386	-6.70	-17.80	40.92	260.00	17.3	0.00	10.00	M
LGA	2015-01-11 05:51	-73.8803	40.7794	-7.20	-18.30	40.76	230.00	11.5	0.00	10.00	M
NYC	2015-01-11 05:51	-73.9693	40.7790	-7.80	-18.30	42.69	M	5.8	0.00	10.00	M
NYC	2015-01-11 06:51	-73.9693	40.7790	-7.20	-18.30	40.76	M	3.5	0.00	10.00	M
JFK	2015-01-11 06:51	-73.7622	40.6386	-6.10	-17.80	39.08	270.00	13.8	0.00	10.00	M
LGA	2015-01-11 06:51	-73.8803	40.7794	-7.20	-17.80	42.52	240.00	8.1	0.00	10.00	M
JFK	2015-01-11 07:51	-73.7622	40.6386	-5.60	-17.20	39.57	270.00	12.7	0.00	10.00	M
LGA	2015-01-11 07:51	-73.8803	40.7794	-6.70	-18.30	39.22	260.00	12.7	0.00	10.00	M
NYC	2015-01-11 07:51	-73.9693	40.7790	-6.70	-17.80	40.92	M	5.8	0.00	10.00	M
NYC	2015-01-11 08:51	-73.9693	40.7790	-6.70	-18.30	39.22	280.00	8.1	0.00	10.00	M
LGA	2015-01-11 08:51	-73.8803	40.7794	-6.10	-17.80	39.08	270.00	10.4	0.00	10.00	M
JFK	2015-01-11 08:51	-73.7622	40.6386	-6.10	-17.20	41.11	280.00	9.2	0.00	10.00	M
NYC	2015-01-11 09:51	-73.9693	40.7790	-6.70	-18.30	39.22	270.00	4.6	0.00	10.00	M
JFK	2015-01-11 09:51	-73.7622	40.6386	-6.10	-17.20	41.11	280.00	9.2	0.00	10.00	M
LGA	2015-01-11 09:51	-73.8803	40.7794	-6.10	-18.30	37.46	280.00	6.9	0.00	10.00	M
JFK	2015-01-11 10:51	-73.7622	40.6386	-5.60	-17.80	37.62	280.00	6.9	0.00	10.00	M
NYC	2015-01-11 10:51	-73.9693	40.7790	-6.10	-18.30	37.46	240.00	5.8	0.00	10.00	M
LGA	2015-01-11 10:51	-73.8803	40.7794	-6.10	-18.30	37.46	280.00	5.8	0.00	10.00	M
JFK	2015-01-11 11:51	-73.7622	40.6386	-5.60	-17.20	39.57	280.00	6.9	0.00	10.00	M
NYC	2015-01-11 11:51	-73.9693	40.7790	-5.60	-18.30	36.06	260.00	4.6	0.00	10.00	M
LGA	2015-01-11 11:51	-73.8803	40.7794	-5.60	-17.80	37.62	280.00	5.8	0.00	10.00	M
NYC	2015-01-11 12:51	-73.9693	40.7790	-5.60	-18.30	36.06	290.00	3.5	0.00	10.00	M
LGA	2015-01-11 12:51	-73.8803	40.7794	-5.00	-17.80	35.95	250.00	6.9	0.00	10.00	M
JFK	2015-01-11 12:51	-73.7622	40.6386	-6.10	-15.60	46.98	230.00	4.6	0.00	10.00	M
LGA	2015-01-11 13:51	-73.8803	40.7794	-3.90	-16.70	36.30	0.00	0.0	0.00	10.00	M
JFK	2015-01-11 13:51	-73.7622	40.6386	-3.90	-16.70	36.30	230.00	6.9	0.00	10.00	M
NYC	2015-01-11 13:51	-73.9693	40.7790	-4.40	-17.80	34.36	0.00	0.0	0.00	10.00	M
LGA	2015-01-11 14:51	-73.8803	40.7794	-3.90	-16.70	36.30	200.00	9.2	0.00	10.00	M
JFK	2015-01-11 14:51	-73.7622	40.6386	-2.80	-12.80	46.08	230.00	8.1	0.00	10.00	M
NYC	2015-01-11 14:51	-73.9693	40.7790	-2.80	-17.20	32.06	M	4.6	0.00	10.00	M
LGA	2015-01-11 15:51	-73.8803	40.7794	-2.80	-15.60	36.64	210.00	10.4	0.00	10.00	M
NYC	2015-01-11 15:51	-73.9693	40.7790	-2.20	-15.60	35.05	260.00	6.9	0.00	10.00	M
JFK	2015-01-11 15:51	-73.7622	40.6386	-1.10	-13.30	39.03	240.00	9.2	0.00	10.00	M
JFK	2015-01-11 16:51	-73.7622	40.6386	-0.60	-12.20	41.13	230.00	8.1	0.00	10.00	M
LGA	2015-01-11 16:51	-73.8803	40.7794	-1.70	-13.90	38.85	220.00	5.8	0.00	10.00	M
NYC	2015-01-11 16:51	-73.9693	40.7790	-1.10	-14.40	35.68	270.00	5.8	0.00	10.00	M
JFK	2015-01-11 17:51	-73.7622	40.6386	0.60	-11.70	39.25	210.00	5.8	0.00	10.00	M
LGA	2015-01-11 17:51	-73.8803	40.7794	-0.60	-13.30	37.63	190.00	10.4	0.00	10.00	M
NYC	2015-01-11 17:51	-73.9693	40.7790	-0.60	-12.80	39.19	240.00	5.8	0.00	10.00	M
JFK	2015-01-11 18:51	-73.7622	40.6386	1.70	-10.00	41.51	180.00	12.7	0.00	10.00	M
NYC	2015-01-11 18:51	-73.9693	40.7790	0.60	-12.20	37.70	M	5.8	0.00	10.00	M
LGA	2015-01-11 18:51	-73.8803	40.7794	0.00	-12.20	39.38	170.00	13.8	0.00	10.00	M
NYC	2015-01-11 19:51	-73.9693	40.7790	2.20	-12.20	33.61	260.00	9.2	0.00	10.00	16.1
LGA	2015-01-11 19:51	-73.8803	40.7794	1.70	-12.20	34.84	190.00	10.4	0.00	10.00	M
JFK	2015-01-11 19:51	-73.7622	40.6386	2.80	-8.90	41.84	200.00	17.3	0.00	10.00	M
LGA	2015-01-11 20:51	-73.8803	40.7794	2.20	-12.80	32.03	200.00	13.8	0.00	10.00	M
NYC	2015-01-11 20:51	-73.9693	40.7790	2.80	-11.70	33.53	M	3.5	0.00	10.00	M
JFK	2015-01-11 20:51	-73.7622	40.6386	2.80	-6.70	49.62	200.00	19.6	0.00	10.00	M
NYC	2015-01-11 21:51	-73.9693	40.7790	2.80	-11.70	33.53	240.00	11.5	0.00	10.00	20.7
LGA	2015-01-11 21:51	-73.8803	40.7794	2.20	-12.20	33.61	220.00	9.2	0.00	10.00	M
