#DEBUG: Format Typ    -> tdf
#DEBUG: Time Period   -> 2014-12-01 00:00:00+00:00 2017-01-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station	valid	tmpc	p01m
JFK	2017-01-19 19:51	9.39	  0.0
NYC	2017-01-19 19:51	7.22	  0.0
JFK	2017-01-19 20:51	8.28	  0.0
LGA	2017-01-19 20:51	7.78	  0.0
NYC	2017-01-19 20:51	6.72	  0.0
JRB	2017-01-19 21:15	7.00	  0.0
JFK	2017-01-19 21:24	7.78	  0.0
JRB	2017-01-19 21:32	7.00	  0.0
JRB	2017-01-19 21:35	7.00	  0.0
NYC	2017-01-19 21:51	6.72	  0.0
JFK	2017-01-19 21:51	7.78	  0.0
LGA	2017-01-19 21:51	7.22	  0.0
JRB	2017-01-19 21:55	7.00	  0.0
JRB	2017-01-19 21:56	7.22	  0.0
JRB	2017-01-19 22:15	7.00	  0.0
JRB	2017-01-19 22:35	7.00	  0.0
NYC	2017-01-19 22:40	6.72	  0.0
NYC	2017-01-19 22:51	6.72	  0.0
JFK	2017-01-19 22:51	7.78	  0.0
LGA	2017-01-19 22:51	7.22	  0.0
JRB	2017-01-19 22:56	7.22	  0.0
JRB	2017-01-19 23:15	7.00	  0.0
JRB	2017-01-19 23:35	7.00	  0.0
LGA	2017-01-19 23:51	7.22	  0.0
NYC	2017-01-19 23:51	6.11	  0.0
JFK	2017-01-19 23:51	7.78	  0.0
JRB	2017-01-19 23:56	6.72	  0.0
JRB	2017-01-20 00:15	7.00	  0.0
JRB	2017-01-20 00:35	7.00	  0.0
JFK	2017-01-20 00:51	7.22	  0.0
LGA	2017-01-20 00:51	6.72	  0.0
NYC	2017-01-20 00:51	6.11	  0.0
JRB	2017-01-20 00:55	6.00	  0.0
JRB	2017-01-20 00:56	6.11	  0.0
JRB	2017-01-20 01:15	6.00	  0.0
JRB	2017-01-20 01:35	6.00	  0.0
NYC	2017-01-20 01:51	5.61	  0.0
LGA	2017-01-20 01:51	6.72	  0.0
JFK	2017-01-20 01:51	7.22	  0.0
JRB	2017-01-20 01:55	6.00	  0.0
JRB	2017-01-20 01:56	6.11	  0.0
JRB	2017-01-20 02:15	6.00	  0.0
JRB	2017-01-20 02:35	6.00	  0.0
NYC	2017-01-20 02:51	5.61	  0.0
JFK	2017-01-20 02:51	6.11	  0.0
LGA	2017-01-20 02:51	6.72	  0.0
JRB	2017-01-20 02:56	6.11	  0.0
JRB	2017-01-20 03:15	6.00	  0.0
NYC	2017-01-20 03:32	5.61	  0.0
LGA	2017-01-20 03:34	6.72	  0.0
JRB	2017-01-20 03:35	6.00	  0.0
LGA	2017-01-20 03:51	6.72	  0.0
JFK	2017-01-20 03:51	6.11	  0.0
NYC	2017-01-20 03:51	6.11	  0.0
JRB	2017-01-20 03:55	6.00	  0.0
JRB	2017-01-20 03:56	5.61	  0.0
JRB	2017-01-20 04:04	6.00	  0.0
JRB	2017-01-20 04:15	6.00	  0.0
JRB	2017-01-20 04:35	6.00	  0.0
JFK	2017-01-20 04:35	6.11	  0.0
JFK	2017-01-20 04:51	6.72	  0.0
NYC	2017-01-20 04:51	6.11	  0.0
LGA	2017-01-20 04:51	6.11	  0.0
JRB	2017-01-20 04:55	6.00	  0.0
JRB	2017-01-20 05:15	6.00	  0.0
JRB	2017-01-20 05:35	6.00	  0.0
JFK	2017-01-20 05:51	6.72	  0.0
LGA	2017-01-20 05:51	6.11	  0.0
NYC	2017-01-20 05:51	5.61	  0.0
JRB	2017-01-20 05:55	6.00	  0.0
JRB	2017-01-20 06:15	6.00	  0.0
JRB	2017-01-20 06:35	6.00	  0.0
NYC	2017-01-20 06:51	5.61	  0.0
LGA	2017-01-20 06:51	5.61	  0.0
JFK	2017-01-20 06:51	6.11	  0.0
JRB	2017-01-20 06:56	5.61	  0.0
JRB	2017-01-20 07:15	6.00	  0.0
JFK	2017-01-20 07:33	5.61	  0.0
JRB	2017-01-20 07:35	6.00	  0.0
NYC	2017-01-20 07:51	5.00	  0.0
JFK	2017-01-20 07:51	5.61	  0.0
LGA	2017-01-20 07:51	5.61	  0.0
JRB	2017-01-20 07:55	6.00	  0.0
JRB	2017-01-20 07:56	5.61	  0.0
JRB	2017-01-20 08:15	5.00	  0.0
JRB	2017-01-20 08:35	5.00	  0.0
NYC	2017-01-20 08:51	4.39	  0.0
JFK	2017-01-20 08:51	5.61	  0.0
LGA	2017-01-20 08:51	5.00	  0.0
JRB	2017-01-20 08:55	5.00	  0.0
JRB	2017-01-20 08:56	5.00	  0.0
JRB	2017-01-20 09:15	5.00	  0.0
LGA	2017-01-20 09:51	5.00	  0.0
NYC	2017-01-20 09:51	4.39	  0.0
JFK	2017-01-20 09:51	5.61	  0.0
JRB	2017-01-20 09:55	5.00	  0.0
JRB	2017-01-20 09:56	5.00	  0.0
JRB	2017-01-20 10:15	5.00	  0.0
JRB	2017-01-20 10:35	5.00	  0.0
LGA	2017-01-20 10:51	5.00	  0.0
JFK	2017-01-20 10:51	5.61	  0.0
NYC	2017-01-20 10:51	4.39	  0.0
JRB	2017-01-20 10:56	5.00	  0.0
JRB	2017-01-20 11:15	5.00	  0.0
JFK	2017-01-20 11:26	5.61	  0.0
JRB	2017-01-20 11:35	5.00	  0.0
JFK	2017-01-20 11:51	5.61	  0.0
NYC	2017-01-20 11:51	4.39	  0.0
LGA	2017-01-20 11:51	5.00	  0.0
JRB	2017-01-20 11:55	5.00	  0.0
JRB	2017-01-20 11:56	5.00	  0.0
JRB	2017-01-20 12:15	5.00	  0.0
JRB	2017-01-20 12:35	5.00	  0.0
NYC	2017-01-20 12:51	4.39	  0.0
JFK	2017-01-20 12:51	5.61	  0.0
LGA	2017-01-20 12:51	5.00	  0.0
JRB	2017-01-20 12:56	5.00	  0.0
JRB	2017-01-20 13:15	5.00	  0.0
JRB	2017-01-20 13:35	5.00	  0.0
JRB	2017-01-20 13:41	5.00	  0.0
NYC	2017-01-20 13:51	5.00	  0.0
LGA	2017-01-20 13:51	5.61	  0.0
JFK	2017-01-20 13:51	6.11	  0.0
JRB	2017-01-20 13:55	6.00	  0.0
JRB	2017-01-20 13:56	5.61	  0.0
JRB	2017-01-20 14:15	6.00	  0.0
JRB	2017-01-20 14:35	6.00	  0.0
NYC	2017-01-20 14:51	5.61	  0.0
LGA	2017-01-20 14:51	5.61	  0.0
JFK	2017-01-20 14:51	6.72	  0.0
JRB	2017-01-20 14:55	6.00	  0.0
JRB	2017-01-20 14:56	6.11	  0.0
JRB	2017-01-20 15:15	6.00	  0.0
JRB	2017-01-20 15:35	6.00	  0.0
LGA	2017-01-20 15:51	6.11	  0.0
NYC	2017-01-20 15:51	5.61	  0.0
JFK	2017-01-20 15:51	6.72	  0.0
JRB	2017-01-20 15:55	6.00	  0.0
JRB	2017-01-20 15:56	6.11	  0.0
JRB	2017-01-20 16:15	7.00	  0.0
JRB	2017-01-20 16:35	7.00	  0.0
JFK	2017-01-20 16:51	7.22	  0.0
NYC	2017-01-20 16:51	6.72	  0.0
LGA	2017-01-20 16:51	6.72	  0.0
JRB	2017-01-20 16:56	6.72	  0.0
JRB	2017-01-20 17:15	7.00	  0.0
JRB	2017-01-20 17:35	7.00	  0.0
JFK	2017-01-20 17:51	7.78	  0.0
NYC	2017-01-20 17:51	7.22	  0.0
LGA	2017-01-20 17:51	6.72	  0.0
JRB	2017-01-20 17:55	7.00	  0.0
JRB	2017-01-20 17:56	7.22	  0.0
JFK	2017-01-20 18:10	7.22	  0.0
JRB	2017-01-20 18:15	7.00	  0.0
LGA	2017-01-20 18:35	7.22	  0.0
JRB	2017-01-20 18:35	7.00	  0.0
NYC	2017-01-20 18:40	7.22	  0.0
LGA	2017-01-20 18:51	7.78	  0.0
JFK	2017-01-20 18:51	7.22	  0.0
NYC	2017-01-20 18:51	7.22	  0.0
JRB	2017-01-20 18:56	6.72	  0.0
JRB	2017-01-20 19:15	7.00	  0.0
JRB	2017-01-20 19:35	7.00	  0.0
LGA	2017-01-20 19:51	6.72	  0.0
NYC	2017-01-20 19:51	7.22	  0.0
JFK	2017-01-20 19:51	7.22	  0.0
JRB	2017-01-20 19:56	6.72	  0.0
NYC	2017-01-20 20:01	7.22	  0.0
NYC	2017-01-20 20:14	7.22	  0.0
JRB	2017-01-20 20:15	7.00	  0.0
JRB	2017-01-20 20:35	6.00	  0.0
JFK	2017-01-20 20:51	6.72	  0.0
NYC	2017-01-20 20:51	5.61	 0.29
LGA	2017-01-20 20:51	7.22	  0.0
JRB	2017-01-20 20:55	6.00	 0.27
JRB	2017-01-20 20:56	5.61	 0.27
NYC	2017-01-20 20:59	5.61	  0.0
JRB	2017-01-20 21:14	6.00	 1.07
JRB	2017-01-20 21:15	6.00	1016.0
JRB	2017-01-20 21:35	6.00	436.3
NYC	2017-01-20 21:41	5.00	 1.11
JFK	2017-01-20 21:51	5.61	 0.89
NYC	2017-01-20 21:51	5.00	  1.2
LGA	2017-01-20 21:51	7.22	  0.6
JRB	2017-01-20 21:55	5.00	277.92
JRB	2017-01-20 21:56	5.00	 1.09
LGA	2017-01-20 21:57	7.22	 0.26
JRB	2017-01-20 22:15	5.00	1012.96
JFK	2017-01-20 22:16	5.61	 1.91
JRB	2017-01-20 22:35	5.00	434.55
NYC	2017-01-20 22:38	4.39	  1.2
JRB	2017-01-20 22:46	5.00	 0.67
JFK	2017-01-20 22:51	5.61	 0.89
LGA	2017-01-20 22:51	6.11	 0.89
NYC	2017-01-20 22:51	4.39	 0.89
JRB	2017-01-20 22:55	5.00	276.53
JRB	2017-01-20 22:56	5.00	 0.55
JRB	2017-01-20 23:15	5.00	1015.0
JRB	2017-01-20 23:16	5.00	 0.94
NYC	2017-01-20 23:30	5.00	 1.02
JRB	2017-01-20 23:35	5.00	435.0
JRB	2017-01-20 23:42	5.00	 0.36
LGA	2017-01-20 23:51	5.61	 0.29
JFK	2017-01-20 23:51	5.61	 0.29
NYC	2017-01-20 23:51	4.39	  0.6
JRB	2017-01-20 23:55	6.00	276.82
JRB	2017-01-20 23:56	5.00	 0.27
JRB	2017-01-21 00:15	5.00	  0.0
JRB	2017-01-21 00:35	6.00	  0.0
JRB	2017-01-21 00:42	6.00	  0.0
NYC	2017-01-21 00:51	5.00	  0.0
LGA	2017-01-21 00:51	6.11	  0.0
JFK	2017-01-21 00:51	5.61	  0.0
JRB	2017-01-21 00:56	5.61	  0.0
JRB	2017-01-21 01:03	6.00	  0.0
JRB	2017-01-21 01:15	6.00	  0.0
JRB	2017-01-21 01:35	6.00	  0.0
NYC	2017-01-21 01:40	5.00	  0.0
JFK	2017-01-21 01:51	5.61	  0.0
LGA	2017-01-21 01:51	6.11	  0.0
NYC	2017-01-21 01:51	5.00	  0.0
JRB	2017-01-21 01:55	6.00	  0.0
JRB	2017-01-21 01:56	5.61	  0.0
JRB	2017-01-21 02:15	6.00	  0.0
NYC	2017-01-21 02:19	5.00	  0.0
JRB	2017-01-21 02:35	6.00	  0.0
LGA	2017-01-21 02:51	6.11	  0.0
JFK	2017-01-21 02:51	6.11	  0.0
NYC	2017-01-21 02:51	5.00	  0.0
JRB	2017-01-21 02:55	6.00	  0.0
JRB	2017-01-21 02:56	5.61	  0.0
LGA	2017-01-21 03:08	6.11	  0.0
JRB	2017-01-21 03:15	6.00	  0.0
NYC	2017-01-21 03:17	5.00	  0.0
NYC	2017-01-21 03:25	5.00	  0.0
JRB	2017-01-21 03:35	6.00	  0.0
LGA	2017-01-21 03:46	6.00	  0.0
NYC	2017-01-21 03:51	5.00	  0.0
JFK	2017-01-21 03:51	6.11	 0.29
LGA	2017-01-21 03:51	5.61	 0.29
JRB	2017-01-21 03:56	5.61	  0.0
JRB	2017-01-21 04:03	6.00	  0.0
LGA	2017-01-21 04:08	5.00	  0.0
JRB	2017-01-21 04:15	6.00	  0.0
JRB	2017-01-21 04:30	6.00	  0.0
JRB	2017-01-21 04:35	6.00	  0.0
NYC	2017-01-21 04:48	5.00	  0.0
NYC	2017-01-21 04:51	5.00	  0.0
LGA	2017-01-21 04:51	5.00	  0.0
JFK	2017-01-21 04:51	6.11	  0.0
JRB	2017-01-21 04:55	6.00	  0.0
JRB	2017-01-21 04:56	6.11	  0.0
LGA	2017-01-21 05:05	5.61	  0.0
JRB	2017-01-21 05:11	6.00	  0.0
JRB	2017-01-21 05:15	6.00	  0.0
NYC	2017-01-21 05:15	5.61	  0.0
JRB	2017-01-21 05:35	6.00	  0.0
JRB	2017-01-21 05:37	6.00	  0.0
LGA	2017-01-21 05:43	6.72	  0.0
NYC	2017-01-21 05:51	5.61	  0.0
LGA	2017-01-21 05:51	6.72	  0.0
JFK	2017-01-21 05:51	6.11	  0.0
JRB	2017-01-21 05:56	5.61	  0.0
JRB	2017-01-21 06:15	6.00	  0.0
LGA	2017-01-21 06:23	6.72	  0.0
JRB	2017-01-21 06:35	6.00	  0.0
JFK	2017-01-21 06:51	6.11	  0.0
NYC	2017-01-21 06:51	5.61	  0.0
LGA	2017-01-21 06:51	6.72	  0.0
JRB	2017-01-21 06:56	5.61	  0.0
JRB	2017-01-21 07:15	6.00	  0.0
NYC	2017-01-21 07:22	5.61	  0.0
JRB	2017-01-21 07:35	6.00	  0.0
JFK	2017-01-21 07:51	6.11	  0.0
NYC	2017-01-21 07:51	5.61	  0.0
LGA	2017-01-21 07:51	7.22	  0.0
JRB	2017-01-21 07:55	6.00	  0.0
JRB	2017-01-21 07:56	5.61	  0.0
JRB	2017-01-21 08:15	6.00	  0.0
JRB	2017-01-21 08:35	6.00	  0.0
LGA	2017-01-21 08:51	7.22	  0.0
NYC	2017-01-21 08:51	5.61	  0.0
JFK	2017-01-21 08:51	5.61	  0.0
JRB	2017-01-21 08:55	6.00	  0.0
JRB	2017-01-21 08:56	5.61	  0.0
JRB	2017-01-21 09:15	6.00	  0.0
JRB	2017-01-21 09:35	6.00	  0.0
JFK	2017-01-21 09:51	6.11	  0.0
NYC	2017-01-21 09:51	5.00	  0.0
LGA	2017-01-21 09:51	7.78	  0.0
JRB	2017-01-21 09:55	6.00	  0.0
JRB	2017-01-21 09:56	6.11	  0.0
JRB	2017-01-21 10:15	6.00	  0.0
JRB	2017-01-21 10:35	6.00	  0.0
LGA	2017-01-21 10:51	7.22	  0.0
JFK	2017-01-21 10:51	6.11	  0.0
NYC	2017-01-21 10:51	5.61	  0.0
JRB	2017-01-21 10:55	6.00	  0.0
JRB	2017-01-21 10:56	6.11	  0.0
JRB	2017-01-21 11:15	6.00	  0.0
JRB	2017-01-21 11:35	6.00	  0.0
LGA	2017-01-21 11:51	7.22	  0.0
JFK	2017-01-21 11:51	6.11	  0.0
NYC	2017-01-21 11:51	5.61	  0.0
JRB	2017-01-21 11:56	6.11	  0.0
NYC	2017-01-21 12:10	5.61	  0.0
JRB	2017-01-21 12:15	6.00	  0.0
NYC	2017-01-21 12:26	5.61	  0.0
JRB	2017-01-21 12:35	6.00	  0.0
NYC	2017-01-21 12:51	5.61	  0.0
LGA	2017-01-21 12:51	7.22	  0.0
JFK	2017-01-21 12:51	6.11	  0.0
JRB	2017-01-21 12:55	6.00	  0.0
NYC	2017-01-21 13:14	6.11	  0.0
JRB	2017-01-21 13:15	6.00	  0.0
JRB	2017-01-21 13:35	7.00	  0.0
NYC	2017-01-21 13:37	5.61	  0.0
LGA	2017-01-21 13:51	7.78	  0.0
JFK	2017-01-21 13:51	6.72	  0.0
NYC	2017-01-21 13:51	6.11	  0.0
JRB	2017-01-21 13:56	6.72	  0.0
JRB	2017-01-21 14:15	7.00	  0.0
JRB	2017-01-21 14:35	7.00	  0.0
LGA	2017-01-21 14:51	8.89	  0.0
NYC	2017-01-21 14:51	6.11	  0.0
JFK	2017-01-21 14:51	7.22	  0.0
JRB	2017-01-21 14:56	6.72	  0.0
JRB	2017-01-21 15:15	7.00	  0.0
JRB	2017-01-21 15:35	7.00	  0.0
LGA	2017-01-21 15:43	8.89	  0.0
NYC	2017-01-21 15:51	6.11	  0.0
LGA	2017-01-21 15:51	8.28	  0.0
JFK	2017-01-21 15:51	7.78	  0.0
JRB	2017-01-21 15:55	7.00	  0.0
JRB	2017-01-21 15:56	6.72	  0.0
JRB	2017-01-21 16:15	7.00	  0.0
LGA	2017-01-21 16:32	8.89	  0.0
JRB	2017-01-21 16:35	7.00	  0.0
LGA	2017-01-21 16:51	8.89	  0.0
JFK	2017-01-21 16:51	7.78	  0.0
NYC	2017-01-21 16:51	6.11	  0.0
JRB	2017-01-21 16:55	7.00	  0.0
JRB	2017-01-21 16:56	6.72	  0.0
JRB	2017-01-21 17:15	7.00	  0.0
LGA	2017-01-21 17:26	8.89	  0.0
JRB	2017-01-21 17:35	7.00	  0.0
JFK	2017-01-21 17:51	8.28	  0.0
LGA	2017-01-21 17:51	8.89	  0.0
NYC	2017-01-21 17:51	6.72	  0.0
JRB	2017-01-21 17:55	7.00	  0.0
JRB	2017-01-21 17:56	7.22	  0.0
JRB	2017-01-21 18:15	7.00	  0.0
NYC	2017-01-21 18:29	8.28	  0.0
JRB	2017-01-21 18:35	7.00	  0.0
NYC	2017-01-21 18:51	8.89	  0.0
LGA	2017-01-21 18:51	10.61	  0.0
JFK	2017-01-21 18:51	7.78	  0.0
JRB	2017-01-21 18:56	7.22	  0.0
JRB	2017-01-21 19:15	7.00	  0.0
JRB	2017-01-21 19:35	8.00	  0.0
JFK	2017-01-21 19:37	7.22	  0.0
NYC	2017-01-21 19:51	7.78	  0.0
LGA	2017-01-21 19:51	10.00	  0.0
JFK	2017-01-21 19:51	7.22	  0.0
JRB	2017-01-21 19:55	8.00	  0.0
JRB	2017-01-21 19:56	7.78	  0.0
NYC	2017-01-21 20:10	7.22	  0.0
JRB	2017-01-21 20:15	8.00	  0.0
JRB	2017-01-21 20:35	8.00	  0.0
LGA	2017-01-21 20:51	9.39	  0.0
NYC	2017-01-21 20:51	7.22	  0.0
JFK	2017-01-21 20:51	7.78	  0.0
JRB	2017-01-21 20:56	7.78	  0.0
NYC	2017-01-21 21:04	7.22	  0.0
JRB	2017-01-21 21:15	8.00	  0.0
JRB	2017-01-21 21:35	8.00	  0.0
JFK	2017-01-21 21:38	7.78	  0.0
JFK	2017-01-21 21:51	7.78	  0.0
LGA	2017-01-21 21:51	9.39	  0.0
NYC	2017-01-21 21:51	7.22	  0.0
LGA	2017-01-21 21:54	8.89	  0.0
JRB	2017-01-21 21:55	8.00	  0.0
JRB	2017-01-21 21:56	7.78	  0.0
JRB	2017-01-21 22:15	8.00	  0.0
NYC	2017-01-21 22:20	7.22	  0.0
JRB	2017-01-21 22:35	8.00	  0.0
NYC	2017-01-21 22:36	7.22	  0.0
JFK	2017-01-21 22:51	7.78	  0.0
NYC	2017-01-21 22:51	7.22	  0.0
LGA	2017-01-21 22:51	8.89	  0.0
JRB	2017-01-21 22:55	8.00	  0.0
JRB	2017-01-21 22:56	7.78	  0.0
JFK	2017-01-21 22:59	7.78	  0.0
JRB	2017-01-21 23:15	8.00	  0.0
JRB	2017-01-21 23:35	8.00	  0.0
NYC	2017-01-21 23:51	7.22	  0.0
LGA	2017-01-21 23:51	8.89	  0.0
JFK	2017-01-21 23:51	7.78	  0.0
JRB	2017-01-21 23:55	8.00	  0.0
JRB	2017-01-21 23:56	7.78	  0.0
JRB	2017-01-22 00:08	8.00	  0.0
JRB	2017-01-22 00:15	8.00	  0.0
LGA	2017-01-22 00:28	8.89	  0.0
NYC	2017-01-22 00:34	6.72	  0.0
JRB	2017-01-22 00:35	8.00	  0.0
JFK	2017-01-22 00:44	7.22	  0.0
NYC	2017-01-22 00:51	6.72	  0.0
LGA	2017-01-22 00:51	8.89	  0.0
JFK	2017-01-22 00:51	7.22	  0.0
JRB	2017-01-22 00:55	8.00	  0.0
JRB	2017-01-22 00:56	7.78	  0.0
JRB	2017-01-22 01:15	8.00	  0.0
JRB	2017-01-22 01:35	8.00	  0.0
JFK	2017-01-22 01:49	7.00	  0.0
NYC	2017-01-22 01:51	7.22	  0.0
JFK	2017-01-22 01:51	7.22	  0.0
LGA	2017-01-22 01:51	8.89	  0.0
JRB	2017-01-22 01:55	7.00	  0.0
JRB	2017-01-22 01:56	7.22	  0.0
JRB	2017-01-22 02:15	7.00	  0.0
NYC	2017-01-22 02:17	6.72	  0.0
JFK	2017-01-22 02:21	7.22	  0.0
JRB	2017-01-22 02:23	7.00	  0.0
NYC	2017-01-22 02:31	6.72	  0.0
JRB	2017-01-22 02:35	7.00	  0.0
LGA	2017-01-22 02:49	9.00	  0.0
JFK	2017-01-22 02:51	7.22	  0.0
LGA	2017-01-22 02:51	8.89	  0.0
NYC	2017-01-22 02:51	6.72	  0.0
NYC	2017-01-22 02:55	6.72	  0.0
JRB	2017-01-22 02:55	7.00	  0.0
JRB	2017-01-22 02:56	7.22	  0.0
JRB	2017-01-22 03:15	7.00	  0.0
NYC	2017-01-22 03:21	6.72	  0.0
LGA	2017-01-22 03:25	8.89	  0.0
JFK	2017-01-22 03:28	7.22	  0.0
JRB	2017-01-22 03:35	7.00	  0.0
JFK	2017-01-22 03:38	7.22	  0.0
NYC	2017-01-22 03:39	6.72	  0.0
LGA	2017-01-22 03:41	8.28	  0.0
NYC	2017-01-22 03:48	7.00	  0.0
JFK	2017-01-22 03:48	7.00	  0.0
LGA	2017-01-22 03:51	8.28	  0.0
NYC	2017-01-22 03:51	6.72	  0.0
JFK	2017-01-22 03:51	7.22	  0.0
JRB	2017-01-22 03:55	7.00	  0.0
JRB	2017-01-22 03:56	7.22	  0.0
JRB	2017-01-22 04:15	7.00	  0.0
LGA	2017-01-22 04:21	8.28	  0.0
NYC	2017-01-22 04:25	6.11	  0.0
JRB	2017-01-22 04:35	7.00	  0.0
NYC	2017-01-22 04:42	6.11	  0.0
NYC	2017-01-22 04:51	6.72	  0.0
JFK	2017-01-22 04:51	6.72	  0.0
LGA	2017-01-22 04:51	7.78	  0.0
JRB	2017-01-22 04:55	7.00	  0.0
JRB	2017-01-22 04:56	6.72	  0.0
JFK	2017-01-22 05:09	6.72	  0.0
NYC	2017-01-22 05:09	6.72	  0.0
JRB	2017-01-22 05:15	7.00	  0.0
JRB	2017-01-22 05:35	7.00	  0.0
LGA	2017-01-22 05:51	8.28	  0.0
NYC	2017-01-22 05:51	6.11	  0.0
JFK	2017-01-22 05:51	6.72	  0.0
JRB	2017-01-22 05:56	6.11	  0.0
LGA	2017-01-22 06:02	8.00	  0.0
JRB	2017-01-22 06:15	6.00	  0.0
JFK	2017-01-22 06:24	6.11	  0.0
NYC	2017-01-22 06:27	6.11	  0.0
LGA	2017-01-22 06:31	8.28	  0.0
JRB	2017-01-22 06:35	7.00	  0.0
NYC	2017-01-22 06:37	6.72	  0.0
JFK	2017-01-22 06:46	6.00	  0.0
JFK	2017-01-22 06:51	6.11	  0.0
LGA	2017-01-22 06:51	8.28	  0.0
NYC	2017-01-22 06:51	6.72	  0.0
JRB	2017-01-22 06:55	7.00	  0.0
JRB	2017-01-22 06:56	6.72	  0.0
NYC	2017-01-22 07:03	6.72	  0.0
JRB	2017-01-22 07:15	7.00	  0.0
JRB	2017-01-22 07:35	7.00	  0.0
JFK	2017-01-22 07:43	6.72	  0.0
LGA	2017-01-22 07:51	7.78	  0.0
NYC	2017-01-22 07:51	6.72	  0.0
JFK	2017-01-22 07:51	6.72	  0.0
JRB	2017-01-22 07:56	6.11	  0.0
JFK	2017-01-22 08:00	6.72	  0.0
LGA	2017-01-22 08:07	7.78	  0.0
JRB	2017-01-22 08:15	7.00	  0.0
JRB	2017-01-22 08:35	6.00	  0.0
JRB	2017-01-22 08:39	6.00	  0.0
LGA	2017-01-22 08:51	7.78	  0.0
NYC	2017-01-22 08:51	6.11	  0.0
JFK	2017-01-22 08:51	6.72	  0.0
JRB	2017-01-22 08:55	6.00	  0.0
JRB	2017-01-22 08:56	6.11	  0.0
NYC	2017-01-22 08:59	6.11	  0.0
JRB	2017-01-22 09:09	6.00	  0.0
JRB	2017-01-22 09:15	7.00	  0.0
NYC	2017-01-22 09:17	6.11	  0.0
JRB	2017-01-22 09:35	7.00	  0.0
JFK	2017-01-22 09:46	7.00	  0.0
JFK	2017-01-22 09:51	6.72	  0.0
LGA	2017-01-22 09:51	7.78	  0.0
NYC	2017-01-22 09:51	6.72	  0.0
JRB	2017-01-22 09:55	7.00	  0.0
JRB	2017-01-22 09:56	6.72	  0.0
JFK	2017-01-22 10:01	6.72	  0.0
JRB	2017-01-22 10:04	7.00	  0.0
JFK	2017-01-22 10:13	6.72	  0.0
JRB	2017-01-22 10:15	7.00	  0.0
JRB	2017-01-22 10:35	7.00	  0.0
LGA	2017-01-22 10:48	8.00	  0.0
JFK	2017-01-22 10:51	6.72	  0.0
NYC	2017-01-22 10:51	6.11	  0.0
LGA	2017-01-22 10:51	7.78	  0.0
JRB	2017-01-22 10:55	7.00	  0.0
JRB	2017-01-22 10:56	6.72	  0.0
JRB	2017-01-22 11:15	7.00	  0.0
NYC	2017-01-22 11:20	6.72	  0.0
LGA	2017-01-22 11:31	7.78	  0.0
NYC	2017-01-22 11:32	6.11	  0.0
JRB	2017-01-22 11:35	7.00	  0.0
LGA	2017-01-22 11:51	7.78	  0.0
JFK	2017-01-22 11:51	6.72	  0.0
NYC	2017-01-22 11:51	6.11	  0.0
JRB	2017-01-22 11:55	7.00	  0.0
LGA	2017-01-22 11:55	7.22	  0.0
JRB	2017-01-22 11:56	6.72	  0.0
LGA	2017-01-22 11:57	7.22	  0.0
NYC	2017-01-22 11:58	6.11	  0.0
LGA	2017-01-22 12:22	7.22	  0.0
LGA	2017-01-22 12:32	7.00	  0.0
JRB	2017-01-22 12:35	6.00	  0.0
JRB	2017-01-22 12:45	6.00	  0.0
JFK	2017-01-22 12:51	7.22	  0.0
LGA	2017-01-22 12:51	7.22	  0.0
NYC	2017-01-22 12:51	6.11	  0.0
JRB	2017-01-22 12:56	6.11	  0.0
NYC	2017-01-22 13:03	6.11	  0.0
LGA	2017-01-22 13:09	7.22	  0.0
JRB	2017-01-22 13:15	6.00	  0.0
JRB	2017-01-22 13:29	7.00	  0.0
JRB	2017-01-22 13:35	7.00	  0.0
NYC	2017-01-22 13:51	6.72	  0.0
LGA	2017-01-22 13:51	6.72	  0.0
JFK	2017-01-22 13:51	7.78	  0.0
JRB	2017-01-22 13:56	7.78	  0.0
JRB	2017-01-22 14:15	8.00	  0.0
NYC	2017-01-22 14:17	6.72	  0.0
JRB	2017-01-22 14:35	8.00	  0.0
NYC	2017-01-22 14:51	6.72	  0.0
LGA	2017-01-22 14:51	7.22	  0.0
JFK	2017-01-22 14:51	7.78	  0.0
JRB	2017-01-22 14:56	7.22	  0.0
LGA	2017-01-22 15:09	6.72	  0.0
NYC	2017-01-22 15:18	7.22	  0.0
JRB	2017-01-22 15:24	7.00	  0.0
JFK	2017-01-22 15:32	8.89	  0.0
JRB	2017-01-22 15:35	8.00	  0.0
LGA	2017-01-22 15:51	6.72	  0.0
JFK	2017-01-22 15:51	8.89	  0.0
NYC	2017-01-22 15:51	7.78	  0.0
JRB	2017-01-22 15:56	7.78	  0.0
JRB	2017-01-22 16:06	8.00	  0.0
LGA	2017-01-22 16:07	6.72	  0.0
JRB	2017-01-22 16:15	8.00	  0.0
JRB	2017-01-22 16:35	7.00	  0.0
LGA	2017-01-22 16:47	6.00	  0.0
LGA	2017-01-22 16:51	6.11	  0.0
NYC	2017-01-22 16:51	7.22	  0.0
JFK	2017-01-22 16:51	10.61	  0.0
JRB	2017-01-22 16:55	7.00	  0.0
JRB	2017-01-22 16:56	7.22	  0.0
LGA	2017-01-22 17:01	6.11	  0.0
JRB	2017-01-22 17:15	7.00	  0.0
